Index,Title,Description,Amount(in rupees),Price (in rupees),location,Carpet Area,Status,Floor,Transaction,Furnishing,facing,overlooking,Society,Bathroom,Balcony,Car Parking,Ownership,Super Area,Dimensions,Plot Area
964,4 BHK Flat for Sale in Maninagar,"Spacious 4 BHK apartment located in Maninagar, Ahmedabad. Unfurnished with modern amenities.",80.47 Lac,,"Maninagar, Ahmedabad",1530 sqft,Ready to Move,7 out of 12,New Property,Unfurnished,South-West,Pool,Silver Park,,1.0,,Co-operative Society,,,
965,2 BHK Flat for Sale in Porur,"Spacious 2 BHK apartment located in Porur, Chennai. Furnished with modern amenities.",41.11 Lac,4111264.0,"Porur, Chennai",538 sqft,Ready to Move,Ground out of 8,New Property,Furnished,North,Pool,,,1.0,2.0,Leasehold,670 sqft,,
966,3 BHK Flat for Sale in Velachery,"Spacious 3 BHK apartment located in Velachery, Chennai. Furnished with modern amenities.",1.02 Cr,10200523.0,"Velachery, Chennai",1043 sqft,Ready to Move,Ground out of 6,Resale,Furnished,,,Lake Park,4.0,0.0,1.0,Co-operative Society,,,
967,1 BHK Flat for Sale in Andheri West,"Spacious 1 BHK apartment located in Andheri West, Mumbai. Furnished with modern amenities.",82.29 Lac,,"Andheri West, Mumbai",372 sqft,Ready to Move,1 out of 6,New Property,Furnished,East,,Sunrise Heights,1.0,,,,486 sqft,48x59,
968,3 BHK Flat for Sale in Sector 137,"Spacious 3 BHK apartment located in Sector 137, Noida. Furnished with modern amenities.",92.57 Lac,9256923.0,"Sector 137, Noida",1151 sqft,Under Construction,Ground out of 25,New Property,Furnished,,,Lake Heights,,2.0,2.0,,1487 sqft,,
969,4 BHK Flat for Sale in Baner,"Spacious 4 BHK apartment located in Baner, Pune. Semi-Furnished with modern amenities.",1.07 Cr,,"Baner, Pune",,Under Construction,Basement out of 12,Resale,Semi-Furnished,,,Emerald Heights,4.0,3.0,,Co-operative Society,1492 sqft,41x52,1992 sqft
970,3 BHK Flat for Sale in Maninagar,"Spacious 3 BHK apartment located in Maninagar, Ahmedabad. Semi-Furnished with modern amenities.",86.25 Lac,8625200.0,"Maninagar, Ahmedabad",1226 sqft,Under Construction,2 out of 8,Resale,Semi-Furnished,South,Pool,,2.0,1.0,1.0,,1614 sqft,,
971,3 BHK Flat for Sale in Wakad,"Spacious 3 BHK apartment located in Wakad, Pune. Furnished with modern amenities.",1.29 Cr,12887434.0,"Wakad, Pune",1158 sqft,Ready to Move,5 out of 15,New Property,Furnished,North-East,Not Available,,3.0,2.0,0.0,Power Of Attorney,,,1446 sqft
972,3 BHK Flat for Sale in Behala,"Spacious 3 BHK apartment located in Behala, Kolkata. Unfurnished with modern amenities.",75.09 Lac,7508541.0,"Behala, Kolkata",1156 sqft,Under Construction,11 out of 12,New Property,Unfurnished,North-West,,,3.0,3.0,1.0,Freehold,1479 sqft,,
973,4 BHK Flat for Sale in Sector 78,"Spacious 4 BHK apartment located in Sector 78, Noida. Furnished with modern amenities.",1.84 Cr,18369894.0,"Sector 78, Noida",1611 sqft,Ready to Move,Ground out of 15,New Property,Furnished,North,,Royal Heights,,2.0,,Co-operative Society,2169 sqft,39x24,
974,5 BHK Flat for Sale in Yelahanka,"Spacious 5 BHK apartment located in Yelahanka, Bangalore. Unfurnished with modern amenities.",2.18 Cr,21778667.0,"Yelahanka, Bangalore",1792 sqft,Ready to Move,8 out of 20,New Property,Unfurnished,North,Club,Emerald Enclave,4.0,3.0,0.0,Power Of Attorney,,,
975,5 BHK Flat for Sale in Rajarhat,"Spacious 5 BHK apartment located in Rajarhat, Kolkata. Furnished with modern amenities.",1.51 Cr,15069776.0,"Rajarhat, Kolkata",2049 sqft,Ready to Move,12 out of 25,Resale,Furnished,South,Garden/Park,Royal Heights,4.0,2.0,1.0,Power Of Attorney,2339 sqft,50x55,
976,3 BHK Flat for Sale in Sector 82,"Spacious 3 BHK apartment located in Sector 82, Gurgaon. Semi-Furnished with modern amenities.",90.68 Lac,9067647.0,"Sector 82, Gurgaon",1092 sqft,Ready to Move,5 out of 15,New Property,Semi-Furnished,South-West,,Palm Residency,3.0,2.0,1.0,Co-operative Society,,58x58,1447 sqft
977,4 BHK Flat for Sale in Bopal,"Spacious 4 BHK apartment located in Bopal, Ahmedabad. Unfurnished with modern amenities.",1.23 Cr,,"Bopal, Ahmedabad",1702 sqft,Under Construction,10 out of 20,Resale,Unfurnished,North-East,Garden/Park,Emerald Park,3.0,2.0,,Leasehold,1997 sqft,35x37,
978,4 BHK Flat for Sale in Vasant Kunj,"Spacious 4 BHK apartment located in Vasant Kunj, Delhi. Semi-Furnished with modern amenities.",1.85 Cr,18465739.0,"Vasant Kunj, Delhi",1422 sqft,Ready to Move,8 out of 8,Resale,Semi-Furnished,North-West,Garden/Park,Green Residency,3.0,,,Leasehold,1869 sqft,,
979,2 BHK Flat for Sale in Sector 57,"Spacious 2 BHK apartment located in Sector 57, Gurgaon. Semi-Furnished with modern amenities.",79.68 Lac,7967841.0,"Sector 57, Gurgaon",708 sqft,Under Construction,1 out of 6,Resale,Semi-Furnished,,Pool,Orchid Enclave,,0.0,,,,,
980,3 BHK Flat for Sale in Sector 78,"Spacious 3 BHK apartment located in Sector 78, Noida. Unfurnished with modern amenities.",59.84 Lac,,"Sector 78, Noida",928 sqft,Under Construction,Ground out of 6,New Property,Unfurnished,,Club,Lake County,3.0,3.0,,Power Of Attorney,,,
981,3 BHK Flat for Sale in Madhapur,"Spacious 3 BHK apartment located in Madhapur, Hyderabad. Furnished with modern amenities.",Call for Price,5940583.0,"Madhapur, Hyderabad",82 sqm,Under Construction,5 out of 12,New Property,Furnished,South,Pool,Maple Woods,3.0,2.0,1.0,Power Of Attorney,,52x54,
982,3 BHK Flat for Sale in Janakpuri,"Spacious 3 BHK apartment located in Janakpuri, Delhi. Unfurnished with modern amenities.",2.45 Cr,24480011.0,"Janakpuri, Delhi",1129 sqft,Ready to Move,5 out of 6,New Property,Unfurnished,East,,Green Woods,3.0,2.0,,Power Of Attorney,,31x27,
983,2 BHK Flat for Sale in Powai,"Spacious 2 BHK apartment located in Powai, Mumbai. Unfurnished with modern amenities.",2.38 Cr,,"Powai, Mumbai",,Ready to Move,4 out of 8,Resale,Unfurnished,,Club,Sunrise Park,1.0,2.0,2.0,,,,
984,2 BHK Flat for Sale in Maninagar,"Spacious 2 BHK apartment located in Maninagar, Ahmedabad. Unfurnished with modern amenities.",22.72 Lac,2272122.0,"Maninagar, Ahmedabad",,Under Construction,2 out of 20,New Property,Unfurnished,South,Club,Emerald County,3.0,0.0,0.0,Leasehold,666 sqft,,683 sqft
985,3 BHK Flat for Sale in Salt Lake,"Spacious 3 BHK apartment located in Salt Lake, Kolkata. Semi-Furnished with modern amenities.",65.42 Lac,6541810.0,"Salt Lake, Kolkata",948 sqft,Under Construction,Ground out of 4,Resale,Semi-Furnished,,Pool,,3.0,2.0,0.0,Power Of Attorney,1194 sqft,26x58,
986,3 BHK Flat for Sale in Velachery,"Spacious 3 BHK apartment located in Velachery, Chennai. Furnished with modern amenities.",1.52 Cr,15172954.0,"Velachery, Chennai",1372 sqft,Under Construction,7 out of 10,Resale,Furnished,,Club,Palm Residency,3.0,0.0,2.0,,1692 sqft,,
987,5 BHK Flat for Sale in Gachibowli,"Spacious 5 BHK apartment located in Gachibowli, Hyderabad. Furnished with modern amenities.",78.97 Lac,7897225.0,"Gachibowli, Hyderabad",1358 sqft,Under Construction,8 out of 15,Resale,Furnished,,,Royal Enclave,4.0,0.0,,Freehold,1630 sqft,,
988,4 BHK Flat for Sale in Vastrapur,"Spacious 4 BHK apartment located in Vastrapur, Ahmedabad. Furnished with modern amenities.",1.23 Cr,12345039.0,"Vastrapur, Ahmedabad",1669 sqft,Ready to Move,6 out of 6,Resale,Furnished,West,,Royal Heights,,1.0,1.0,,,,
989,3 BHK Flat for Sale in Behala,"Spacious 3 BHK apartment located in Behala, Kolkata. Furnished with modern amenities.",81.77 Lac,8176521.0,"Behala, Kolkata",1070 sqft,Under Construction,3 out of 4,Resale,Furnished,South-West,Not Available,Sunrise Park,2.0,,,Co-operative Society,1260 sqft,29x48,1339 sqft
990,2 BHK Flat for Sale in Dadar West,"Spacious 2 BHK apartment located in Dadar West, Mumbai. Unfurnished with modern amenities.",1.47 Cr,14734758.0,"Dadar West, Mumbai",816 sqft,Ready to Move,Ground out of 6,Resale,Unfurnished,South,Not Available,,2.0,1.0,1.0,,,,1376 sqft
991,3 BHK Flat for Sale in DLF Phase 3,"Spacious 3 BHK apartment located in DLF Phase 3, Gurgaon. Furnished with modern amenities.",2.14 Cr,21351880.0,"DLF Phase 3, Gurgaon",1346 sqft,Ready to Move,2 out of 6,Resale,Furnished,,Pool,Golden County,3.0,3.0,1.0,Freehold,1668 sqft,,
992,4 BHK Flat for Sale in Satellite,"Spacious 4 BHK apartment located in Satellite, Ahmedabad. Semi-Furnished with modern amenities.",86.57 Lac,8656732.0,"Satellite, Ahmedabad",2020 sqft,Ready to Move,3 out of 25,Resale,Semi-Furnished,South-West,Pool,Golden County,5.0,0.0,,,2704 sqft,43x38,
993,3 BHK Flat for Sale in Sector 82,"Spacious 3 BHK apartment located in Sector 82, Gurgaon. Semi-Furnished with modern amenities.",1.48 Cr,14823117.0,"Sector 82, Gurgaon",1239 sqft,Ready to Move,13 out of 25,New Property,Semi-Furnished,West,Garden/Park,Green Park,3.0,1.0,,Power Of Attorney,,28x41,
994,2 BHK Flat for Sale in Vastrapur,"Spacious 2 BHK apartment located in Vastrapur, Ahmedabad. Unfurnished with modern amenities.",48.4 Lac,,"Vastrapur, Ahmedabad",703 sqft,Ready to Move,Ground out of 8,Resale,Unfurnished,East,Main Road,Royal Park,3.0,,,Freehold,870 sqft,,
995,5 BHK Flat for Sale in Sarjapur Road,"Spacious 5 BHK apartment located in Sarjapur Road, Bangalore. Semi-Furnished with modern amenities.",1.82 Cr,18151641.0,"Sarjapur Road, Bangalore",2164 sqft,Ready to Move,2 out of 5,Resale,Semi-Furnished,East,Pool,Orchid Park,5.0,2.0,1.0,,,,
996,5 BHK Flat for Sale in Baner,"Spacious 5 BHK apartment located in Baner, Pune. Semi-Furnished with modern amenities.",92.2 Lac,9219617.0,"Baner, Pune",,Under Construction,4 out of 6,Resale,Semi-Furnished,South-West,Pool,Lake Towers,5.0,,2.0,Power Of Attorney,,,
997,3 BHK Flat for Sale in Satellite,"Spacious 3 BHK apartment located in Satellite, Ahmedabad. Unfurnished with modern amenities.",62.67 Lac,,"Satellite, Ahmedabad",980 sqft,Under Construction,5 out of 5,New Property,Unfurnished,North,Pool,Green Residency,3.0,2.0,,Freehold,1214 sqft,,
998,1 BHK Flat for Sale in Kondapur,"Spacious 1 BHK apartment located in Kondapur, Hyderabad. Furnished with modern amenities.",27.46 Lac,,"Kondapur, Hyderabad",390 sqft,Under Construction,10 out of 15,Resale,Furnished,,Main Road,Silver County,1.0,1.0,1.0,Freehold,,20x59,
999,3 BHK Flat for Sale in Viman Nagar,"Spacious 3 BHK apartment located in Viman Nagar, Pune. Semi-Furnished with modern amenities.",76.82 Lac,,"Viman Nagar, Pune",1264 sqft,Under Construction,Ground out of 5,New Property,Semi-Furnished,East,Club,Royal Gardens,2.0,1.0,,Power Of Attorney,1563 sqft,45x41,
1000,5 BHK Flat for Sale in Viman Nagar,"Spacious 5 BHK apartment located in Viman Nagar, Pune. Semi-Furnished with modern amenities.",1.76 Cr,17648864.0,"Viman Nagar, Pune",1788 sqft,Ready to Move,5 out of 6,Resale,Semi-Furnished,North-East,,Royal Park,6.0,2.0,0.0,Power Of Attorney,,,
1001,2 BHK Flat for Sale in Maninagar,"Spacious 2 BHK apartment located in Maninagar, Ahmedabad. Unfurnished with modern amenities.",32.01 Lac,3201249.0,"Maninagar, Ahmedabad",691 sqft,Under Construction,12 out of 15,Resale,Unfurnished,North,,,2.0,,2.0,Power Of Attorney,,,830 sqft
1002,4 BHK Flat for Sale in Sector 150,"Spacious 4 BHK apartment located in Sector 150, Noida. Semi-Furnished with modern amenities.",1.46 Cr,,"Sector 150, Noida",1453 sqft,Under Construction,12 out of 12,Resale,Semi-Furnished,South,,Green Residency,4.0,2.0,,,1668 sqft,,
1003,2 BHK Flat for Sale in Velachery,"Spacious 2 BHK apartment located in Velachery, Chennai. Semi-Furnished with modern amenities.",41.16 Lac,4116104.0,"Velachery, Chennai",560 sqft,Ready to Move,2 out of 4,Resale,Semi-Furnished,North-East,Club,Royal Residency,2.0,,,Co-operative Society,726 sqft,39x54,
1004,3 BHK Flat for Sale in Kharadi,"Spacious 3 BHK apartment located in Kharadi, Pune. Unfurnished with modern amenities.",1.22 Cr,12188089.0,"Kharadi, Pune",1133 sqft,Ready to Move,10 out of 15,Resale,Unfurnished,South-West,,Golden Park,2.0,1.0,1.0,Power Of Attorney,,,1560 sqft
1005,3 BHK Flat for Sale in Chembur,"Spacious 3 BHK apartment located in Chembur, Mumbai. Unfurnished with modern amenities.",2.89 Cr,28895970.0,"Chembur, Mumbai",1158 sqft,Ready to Move,3 out of 6,Resale,Unfurnished,,Garden/Park,Silver County,4.0,2.0,0.0,Leasehold,1428 sqft,44x42,1456 sqft
1006,3 BHK Flat for Sale in Kondapur,"Spacious 3 BHK apartment located in Kondapur, Hyderabad. Furnished with modern amenities.",62.81 Lac,6280958.0,"Kondapur, Hyderabad",1049 sqft,Under Construction,24 out of 25,Resale,Furnished,,Club,Silver Woods,2.0,,0.0,,,,1352 sqft
1007,3 BHK Flat for Sale in Madhapur,"Spacious 3 BHK apartment located in Madhapur, Hyderabad. Semi-Furnished with modern amenities.",76.61 Lac,7661421.0,"Madhapur, Hyderabad",887 sqft,Ready to Move,10 out of 20,Resale,Semi-Furnished,South-East,Main Road,Emerald Woods,3.0,1.0,0.0,Leasehold,1046 sqft,,
1008,2 BHK Flat for Sale in Yelahanka,"Spacious 2 BHK apartment located in Yelahanka, Bangalore. Unfurnished with modern amenities.",71.62 Lac,7162445.0,"Yelahanka, Bangalore",56 sqm,Ready to Move,20 out of 25,Resale,Unfurnished,West,,Lake County,2.0,0.0,,Freehold,695 sqft,,
1009,5 BHK Flat for Sale in Madhapur,"Spacious 5 BHK apartment located in Madhapur, Hyderabad. Furnished with modern amenities.",1.27 Cr,,"Madhapur, Hyderabad",2264 sqft,Ready to Move,1 out of 4,New Property,Furnished,North-East,,Green Towers,5.0,3.0,,,,,3957 sqft
1010,3 BHK Flat for Sale in Hadapsar,"Spacious 3 BHK apartment located in Hadapsar, Pune. Furnished with modern amenities.",84.13 Lac,8413404.0,"Hadapsar, Pune",1079 sqft,Under Construction,Ground out of 4,New Property,Furnished,,Pool,Green Gardens,4.0,2.0,1.0,Leasehold,1341 sqft,,1419 sqft
1011,3 BHK Flat for Sale in Rajarhat,"Spacious 3 BHK apartment located in Rajarhat, Kolkata. Furnished with modern amenities.",71.96 Lac,,"Rajarhat, Kolkata",1254 sqft,Ready to Move,13 out of 20,Resale,Furnished,West,,Silver Enclave,2.0,1.0,,Leasehold,1595 sqft,,2016 sqft
1012,1 BHK Flat for Sale in Thane West,"Spacious 1 BHK apartment located in Thane West, Mumbai. Unfurnished with modern amenities.",77.47 Lac,7746555.0,"Thane West, Mumbai",361 sqft,Ready to Move,9 out of 15,New Property,Unfurnished,North,,Emerald Park,1.0,,0.0,Freehold,445 sqft,,
1013,4 BHK Flat for Sale in OMR,"Spacious 4 BHK apartment located in OMR, Chennai. Semi-Furnished with modern amenities.",1.15 Cr,,"OMR, Chennai",,Ready to Move,18 out of 25,New Property,Semi-Furnished,East,,Sunrise Residency,3.0,2.0,,,1699 sqft,,
1014,1 BHK Flat for Sale in Sector 150,"Spacious 1 BHK apartment located in Sector 150, Noida. Furnished with modern amenities.",40.55 Lac,4055222.0,"Sector 150, Noida",593 sqft,Ready to Move,2 out of 6,Resale,Furnished,West,,Lake Gardens,2.0,1.0,1.0,Leasehold,,,
1015,4 BHK Flat for Sale in OMR,"Spacious 4 BHK apartment located in OMR, Chennai. Semi-Furnished with modern amenities.",1.55 Cr,15472213.0,"OMR, Chennai",1447 sqft,Under Construction,Ground out of 4,New Property,Semi-Furnished,South,Main Road,Emerald Enclave,4.0,2.0,2.0,,1718 sqft,,
1016,3 BHK Flat for Sale in Behala,"Spacious 3 BHK apartment located in Behala, Kolkata. Unfurnished with modern amenities.",1.08 Cr,,"Behala, Kolkata",1398 sqft,Ready to Move,24 out of 25,New Property,Unfurnished,South-West,,Royal Woods,3.0,3.0,1.0,Leasehold,1664 sqft,,
1017,3 BHK Flat for Sale in Sector 78,"Spacious 3 BHK apartment located in Sector 78, Noida. Semi-Furnished with modern amenities.",67.46 Lac,,"Sector 78, Noida",827 sqft,Ready to Move,1 out of 4,New Property,Semi-Furnished,South,,Sunrise County,3.0,1.0,,Power Of Attorney,1096 sqft,55x22,
1018,2 BHK Flat for Sale in Behala,"Spacious 2 BHK apartment located in Behala, Kolkata. Furnished with modern amenities.",55.7 Lac,,"Behala, Kolkata",806 sqft,Ready to Move,3 out of 4,Resale,Furnished,,Garden/Park,Palm Heights,3.0,1.0,,,,,
1019,2 BHK Flat for Sale in Sector 137,"Spacious 2 BHK apartment located in Sector 137, Noida. Unfurnished with modern amenities.",60.44 Lac,6043804.0,"Sector 137, Noida",754 sqft,Under Construction,Ground out of 15,New Property,Unfurnished,East,,Sunrise Residency,3.0,0.0,,Power Of Attorney,,,
1020,1 BHK Flat for Sale in Karol Bagh,"Spacious 1 BHK apartment located in Karol Bagh, Delhi. Semi-Furnished with modern amenities.",82.88 Lac,8287904.0,"Karol Bagh, Delhi",369 sqft,Ready to Move,4 out of 12,New Property,Semi-Furnished,,Garden/Park,Palm Heights,1.0,3.0,2.0,Freehold,450 sqft,,
1021,3 BHK Flat for Sale in Sector 137,"Spacious 3 BHK apartment located in Sector 137, Noida. Semi-Furnished with modern amenities.",1.27 Cr,12723144.0,"Sector 137, Noida",1111 sqft,Ready to Move,4 out of 4,New Property,Semi-Furnished,South-East,,Orchid Residency,4.0,0.0,,,1440 sqft,,1749 sqft
1022,4 BHK Flat for Sale in Sector 78,"Spacious 4 BHK apartment located in Sector 78, Noida. Semi-Furnished with modern amenities.",1.13 Cr,,"Sector 78, Noida",,Under Construction,18 out of 20,New Property,Semi-Furnished,,Pool,Orchid Gardens,4.0,3.0,0.0,Co-operative Society,1975 sqft,,
1023,1 BHK Flat for Sale in Anna Nagar,"Spacious 1 BHK apartment located in Anna Nagar, Chennai. Semi-Furnished with modern amenities.",19.67 Lac,1967443.0,"Anna Nagar, Chennai",,Under Construction,5 out of 5,Resale,Semi-Furnished,North,Main Road,Green Residency,1.0,1.0,1.0,Co-operative Society,510 sqft,,
1024,1 BHK Flat for Sale in Andheri West,"Spacious 1 BHK apartment located in Andheri West, Mumbai. Unfurnished with modern amenities.",60.24 Lac,6023951.0,"Andheri West, Mumbai",327 sqft,Under Construction,10 out of 10,New Property,Unfurnished,North-East,Not Available,,2.0,2.0,0.0,Freehold,,,508 sqft
1025,4 BHK Flat for Sale in Sarjapur Road,"Spacious 4 BHK apartment located in Sarjapur Road, Bangalore. Furnished with modern amenities.",2.15 Cr,21461404.0,"Sarjapur Road, Bangalore",1350 sqft,Under Construction,15 out of 15,New Property,Furnished,North-West,,Silver Towers,3.0,3.0,1.0,,1593 sqft,,
1026,3 BHK Flat for Sale in OMR,"Spacious 3 BHK apartment located in OMR, Chennai. Semi-Furnished with modern amenities.",69.09 Lac,,"OMR, Chennai",,Ready to Move,Ground out of 5,Resale,Semi-Furnished,South-East,Garden/Park,Maple Heights,2.0,,1.0,Co-operative Society,136 sqm,,
1027,3 BHK Flat for Sale in Rajarhat,"Spacious 3 BHK apartment located in Rajarhat, Kolkata. Unfurnished with modern amenities.",70.06 Lac,7006237.0,"Rajarhat, Kolkata",1314 sqft,Under Construction,Basement out of 20,New Property,Unfurnished,South,Main Road,Royal Woods,,2.0,0.0,Co-operative Society,1688 sqft,,1827 sqft
1028,4 BHK Flat for Sale in Bopal,"Spacious 4 BHK apartment located in Bopal, Ahmedabad. Semi-Furnished with modern amenities.",58.28 Lac,5827535.0,"Bopal, Ahmedabad",1457 sqft,Ready to Move,8 out of 8,Resale,Semi-Furnished,North,Garden/Park,Golden Towers,4.0,2.0,,,1638 sqft,,2129 sqft
1029,4 BHK Flat for Sale in New Town,"Spacious 4 BHK apartment located in New Town, Kolkata. Semi-Furnished with modern amenities.",1.37 Cr,13730453.0,"New Town, Kolkata",1738 sqft,Under Construction,2 out of 8,Resale,Semi-Furnished,,Club,Maple Enclave,3.0,2.0,,Leasehold,1982 sqft,53x46,
1030,4 BHK Flat for Sale in Madhapur,"Spacious 4 BHK apartment located in Madhapur, Hyderabad. Semi-Furnished with modern amenities.",74.57 Lac,7457314.0,"Madhapur, Hyderabad",1156 sqft,Ready to Move,5 out of 25,Resale,Semi-Furnished,,Garden/Park,Golden County,5.0,2.0,1.0,,,,
1031,4 BHK Flat for Sale in Madhapur,"Spacious 4 BHK apartment located in Madhapur, Hyderabad. Furnished with modern amenities.",1.15 Cr,11493267.0,"Madhapur, Hyderabad",126 sqm,Under Construction,8 out of 20,Resale,Furnished,South-East,,Lake Woods,3.0,3.0,,Freehold,1776 sqft,,2232 sqft
1032,3 BHK Flat for Sale in Andheri West,"Spacious 3 BHK apartment located in Andheri West, Mumbai. Furnished with modern amenities.",2.83 Cr,28261376.0,"Andheri West, Mumbai",1118 sqft,Ready to Move,2 out of 8,New Property,Furnished,South-East,Main Road,Lake Park,3.0,1.0,1.0,,1317 sqft,,
1033,1 BHK Flat for Sale in Karol Bagh,"Spacious 1 BHK apartment located in Karol Bagh, Delhi. Furnished with modern amenities.",67.01 Lac,6700693.0,"Karol Bagh, Delhi",336 sqft,Ready to Move,4 out of 8,Resale,Furnished,South,,Green County,1.0,1.0,2.0,,,,
1034,4 BHK Flat for Sale in OMR,"Spacious 4 BHK apartment located in OMR, Chennai. Unfurnished with modern amenities.",90.4 Lac,9039747.0,"OMR, Chennai",,Under Construction,12 out of 12,Resale,Unfurnished,South-East,,Silver Gardens,3.0,2.0,2.0,,1670 sqft,,
